U.S. Energy Information Administration,,,,,,,,,,,,
August 2026 Monthly Energy Review,,,,,,,,,,,,
,,,,,,,,,,,,
Note: Information about data precision.,,,,,,,,,,,,
,,,,,,,,,,,,
"Release Date: August 26, 2026",,,,,,,,,,,,
"Next Update: September 24, 2026",,,,,,,,,,,,
,,,,,,,,,,,,
Table 1.3 Primary Energy Consumption by Source,,,,,,,,,,,,
,,,,,,,,,,,,
Month,Coal Consumption,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Petroleum Consumption (Excluding Biofuels),Total Fossil Fuels Consumption,Nuclear Electric Power Consumption,Hydroelectric Power Consumption,Geothermal Energy Consumption,Solar Energy Consumption,Wind Energy Consumption,Biomass Energy Consumption,Total Renewable Energy Consumption,Total Primary Energy Consumption
,(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu)
2012 November,1.472029,2.214645,2.778067,6.462099,0.594293,0.063918,0.009801,0.006729,0.039745,0.369366,0.489559,7.55924
2012 December,1.53852,2.55865,2.789278,6.886605,0.718688,0.078423,0.010122,0.006452,0.049554,0.381122,0.525673,8.142316
2013 January,1.572497,2.95182,2.890235,7.413982,0.746119,0.084715,0.010108,0.005883,0.050288,0.390743,0.541736,8.716585
2013 February,1.41441,2.632217,2.588981,6.636237,0.64244,0.069668,0.009089,0.006678,0.048026,0.356257,0.489718,7.782884
2013 March,1.481315,2.584486,2.855265,6.918264,0.657737,0.070063,0.010096,0.00928,0.053758,0.399652,0.542849,8.134635
2013 April,1.28707,2.015981,2.774659,6.076252,0.593157,0.085631,0.009567,0.010174,0.059629,0.388467,0.553468,7.236443
2013 May,1.363673,1.795051,2.901584,6.060583,0.6567,0.097072,0.009855,0.011288,0.055406,0.405242,0.578864,7.313256
2013 June,1.564343,1.785401,2.816439,6.163129,0.694124,0.093434,0.009581,0.01177,0.046909,0.407273,0.568966,7.445031
2013 July,1.722982,1.973521,2.985012,6.679546,0.737064,0.092993,0.009955,0.012065,0.037851,0.419772,0.572635,8.009281
2013 August,1.700671,1.974609,2.964994,6.638514,0.745477,0.073813,0.009905,0.012362,0.032871,0.417015,0.545967,7.950916
2013 September,1.520094,1.810038,2.880053,6.209405,0.687533,0.057871,0.009652,0.011574,0.039832,0.403071,0.522001,7.435769
2013 October,1.401506,1.912351,2.962459,6.275289,0.660205,0.058682,0.010045,0.010968,0.046523,0.422721,0.548938,7.499269
2013 November,1.393993,2.374758,2.890335,6.656275,0.678929,0.060313,0.009418,0.009046,0.053921,0.414747,0.547444,7.89856
2013 December,1.616079,2.994905,2.887915,7.496801,0.744947,0.07209,0.010053,0.008817,0.047656,0.436071,0.574685,8.830826
2014 January,1.74661,3.301739,2.934395,7.981908,0.765208,0.073815,0.010016,0.008174,0.061113,0.413993,0.567111,9.328504
2014 February,1.599885,2.824408,2.622714,7.045436,0.655141,0.059356,0.008987,0.008818,0.047798,0.379026,0.503985,8.21529
2014 March,1.52349,2.634668,2.832767,6.99032,0.652611,0.082765,0.009957,0.01265,0.060515,0.418247,0.584135,8.239508
2014 April,1.239603,2.019421,2.819766,6.07762,0.589726,0.086801,0.009701,0.013962,0.063584,0.406676,0.580725,7.259854
2014 May,1.356781,1.862981,2.881629,6.099528,0.658367,0.090568,0.009939,0.01579,0.053232,0.418257,0.587785,7.361252
2014 June,1.558821,1.796176,2.824066,6.178278,0.712658,0.087838,0.009632,0.016459,0.053906,0.418624,0.586459,7.492572
2014 July,1.70228,1.935907,2.982771,6.61897,0.752422,0.083107,0.009896,0.016428,0.041583,0.433924,0.584938,7.974306
2014 August,1.69355,1.989587,2.982831,6.662978,0.743936,0.067582,0.009928,0.016656,0.034702,0.433738,0.562607,7.989361
2014 September,1.456971,1.86203,2.873933,6.190374,0.706343,0.054846,0.00968,0.015661,0.039305,0.409842,0.529335,7.444028
2014 October,1.304013,1.968636,3.040751,6.311486,0.652547,0.058547,0.009983,0.014535,0.049501,0.425622,0.558187,7.537305
2014 November,1.375805,2.427781,2.8778,6.679229,0.681301,0.063548,0.009868,0.011828,0.064374,0.416235,0.565853,7.942446
2014 December,1.439824,2.759504,2.984391,7.180598,0.767299,0.076186,0.010085,0.010409,0.050195,0.438466,0.58534,8.547878
2015 January,1.498062,3.225121,2.961414,7.682537,0.776715,0.08236,0.01004,0.009835,0.051733,0.411721,0.565689,9.042757
2015 February,1.408891,3.02876,2.722946,7.159352,0.66368,0.07604,0.009171,0.011502,0.050912,0.381098,0.528723,8.36615
2015 March,1.238275,2.682045,2.979363,6.899031,0.67503,0.082846,0.010149,0.016019,0.052231,0.413942,0.575187,8.168657
2015 April,1.036587,2.077147,2.872362,5.984159,0.625226,0.076671,0.009561,0.018092,0.060963,0.402209,0.567495,7.197158
2015 May,1.206388,1.92174,2.975375,6.101003,0.688414,0.068668,0.010136,0.019547,0.05852,0.423552,0.580423,7.390337
2015 June,1.438646,1.965222,2.959396,6.36044,0.716542,0.069653,0.00966,0.019842,0.045793,0.421258,0.566206,7.663923
2015 July,1.586788,2.139057,3.109682,6.834754,0.746829,0.071701,0.010022,0.0207,0.046661,0.436324,0.585407,8.188313
2015 August,1.530787,2.12351,3.076788,6.729872,0.75732,0.065245,0.009979,0.020759,0.044629,0.435895,0.576507,8.085915
2015 September,1.351456,1.966653,2.896806,6.214951,0.69521,0.054913,0.009323,0.018061,0.047671,0.416618,0.546587,7.476887
2015 October,1.137837,2.055676,2.992968,6.184823,0.633451,0.056743,0.009907,0.01597,0.055889,0.418836,0.557346,7.391192
2015 November,1.045014,2.32738,2.827707,6.197692,0.63024,0.065981,0.00977,0.013654,0.067154,0.415574,0.572133,7.417765
2015 December,1.070137,2.678785,2.993292,6.741673,0.728229,0.079041,0.010091,0.012571,0.068576,0.431495,0.601775,8.089079
2016 January,1.29718,3.200999,2.918022,7.415254,0.758537,0.087397,0.009923,0.011809,0.063007,0.408324,0.58046,8.775182
2016 February,1.074345,2.745566,2.844096,6.663741,0.686509,0.082362,0.009274,0.015522,0.068712,0.396747,0.572617,7.939521
2016 March,0.867377,2.438381,3.031618,6.3369,0.691851,0.093454,0.009866,0.019423,0.074857,0.419607,0.617207,7.663489
2016 April,0.844204,2.156019,2.886959,5.886045,0.656112,0.088296,0.00933,0.021541,0.070967,0.393207,0.58334,7.140006
2016 May,0.960164,2.033497,2.96594,5.958827,0.696324,0.08696,0.009957,0.024613,0.064309,0.420499,0.606337,7.2792
2016 June,1.314479,2.069855,2.963421,6.347812,0.702587,0.079284,0.009475,0.025113,0.055627,0.418525,0.588025,7.659366
2016 July,1.528865,2.262495,3.034521,6.824567,0.735784,0.073206,0.009852,0.02722,0.060114,0.434663,0.605055,8.189629
2016 August,1.521198,2.285098,3.12859,6.932325,0.748095,0.066771,0.009897,0.0269,0.046367,0.441141,0.591076,8.294568
2016 September,1.296259,2.015024,2.941776,6.251514,0.684522,0.055847,0.009732,0.024341,0.055969,0.415858,0.561746,7.513855
2016 October,1.147161,1.991499,3.02511,6.160696,0.63521,0.05916,0.009995,0.021566,0.069384,0.419251,0.579357,7.39341
2016 November,1.022244,2.234524,2.919385,6.171333,0.681705,0.064174,0.009858,0.018088,0.066212,0.425689,0.584021,7.457544
2016 December,1.352427,2.967399,3.052454,7.37,0.749517,0.076865,0.010339,0.016298,0.078973,0.459944,0.642418,8.778564
2017 January,1.312712,3.013738,2.955618,7.278846,0.764768,0.090854,0.010194,0.015697,0.070965,0.417133,0.604844,8.670755
2017 February,1.011109,2.419781,2.646576,6.076266,0.664778,0.081485,0.009098,0.018016,0.075375,0.380408,0.564382,7.322425
2017 March,1.029337,2.608851,3.076851,6.713505,0.68081,0.10104,0.010126,0.027698,0.087793,0.424656,0.651313,8.062772
2017 April,0.937459,1.996144,2.913214,5.845469,0.593479,0.100345,0.009795,0.030426,0.08659,0.403584,0.63074,7.084891
2017 May,1.065558,1.954012,3.079755,6.098119,0.64127,0.111255,0.009835,0.034844,0.078707,0.425561,0.660202,7.414101
2017 June,1.217991,1.972903,3.056385,6.244705,0.700866,0.104323,0.009599,0.036368,0.068724,0.42391,0.642924,7.606174
2017 July,1.432549,2.212444,3.089753,6.733535,0.745875,0.090753,0.010077,0.034927,0.055001,0.430026,0.620785,8.117955
2017 August,1.355633,2.163081,3.129964,6.645209,0.757067,0.07518,0.010044,0.033775,0.047355,0.441341,0.607694,8.029542
2017 September,1.139638,1.982939,2.92902,6.049494,0.712236,0.065346,0.009762,0.031135,0.061115,0.407375,0.574734,7.351941
2017 October,1.050775,2.09809,3.067165,6.21178,0.690239,0.060386,0.009536,0.02827,0.083146,0.423274,0.604611,7.517694
2017 November,1.068561,2.436054,3.007509,6.509093,0.696756,0.067859,0.009671,0.02068,0.077162,0.422384,0.597756,7.814206
2017 December,1.216143,3.19065,3.091345,7.494688,0.770824,0.07591,0.010105,0.019531,0.075749,0.435655,0.616949,8.896297
2018 January,1.333689,3.456029,3.125916,7.911819,0.780456,0.085519,0.00997,0.020629,0.087343,0.430336,0.633797,9.340011
2018 February,0.963381,2.803588,2.710937,6.47658,0.67738,0.084967,0.009218,0.023444,0.079123,0.387492,0.584243,7.750214
2018 March,0.941137,2.892652,3.159162,6.990649,0.700826,0.088236,0.010057,0.031238,0.090294,0.430717,0.650542,8.35704
2018 April,0.862632,2.430476,2.961549,6.252246,0.618237,0.095929,0.009272,0.036408,0.090182,0.406662,0.638453,7.518855
2018 May,0.993204,2.124184,3.104108,6.219886,0.703833,0.103876,0.010111,0.040672,0.081728,0.438507,0.674893,7.612594
2018 June,1.160101,2.132796,3.089277,6.380783,0.728583,0.094163,0.009654,0.042877,0.084286,0.423319,0.654299,7.778265
2018 July,1.311145,2.430807,3.164602,6.904313,0.757528,0.08564,0.010066,0.041128,0.056116,0.439522,0.632471,8.309445
2018 August,1.309089,2.392477,3.276917,6.97706,0.755713,0.075122,0.010058,0.04018,0.067716,0.445325,0.6384,8.388239
2018 September,1.120034,2.228765,2.975237,6.322819,0.676697,0.065393,0.00975,0.035706,0.063189,0.407669,0.581707,7.592107
2018 October,1.017038,2.361914,3.187121,6.564261,0.620995,0.066698,0.009737,0.0307,0.072314,0.430227,0.609676,7.804603
2018 November,1.081731,2.807712,3.057472,6.943583,0.668643,0.074766,0.00976,0.023718,0.075118,0.420933,0.604296,8.225148
2018 December,1.158351,3.10144,3.079522,7.336542,0.749177,0.077784,0.010327,0.020809,0.082933,0.435308,0.627161,8.723711
2019 January,1.161355,3.550046,3.129623,7.838231,0.769584,0.08461,0.010136,0.022521,0.082917,0.420854,0.621038,9.240253
2019 February,0.949162,3.130155,2.75722,6.835727,0.675753,0.078068,0.009282,0.024236,0.077189,0.391372,0.580147,8.10232
2019 March,0.932727,3.034601,3.064924,7.031288,0.679562,0.089852,0.010247,0.035907,0.087936,0.422602,0.646544,8.365585
2019 April,0.719249,2.292548,3.000967,6.011698,0.632586,0.094922,0.009498,0.04061,0.098659,0.406927,0.650616,7.303042
2019 May,0.850009,2.211003,3.116378,6.175787,0.700904,0.109123,0.009971,0.043653,0.087959,0.431479,0.682185,7.569254
2019 June,0.931168,2.195729,3.064677,6.189718,0.718461,0.095801,0.009751,0.046713,0.076586,0.420658,0.649509,7.570075
2019 July,1.1537,2.480888,3.178685,6.811535,0.753898,0.084875,0.010086,0.04811,0.075408,0.43601,0.654488,8.232494
2019 August,1.086347,2.522268,3.254631,6.86216,0.750891,0.077038,0.010147,0.04643,0.068165,0.433218,0.634998,8.261971
2019 September,0.986078,2.285708,2.995025,6.26438,0.689836,0.06321,0.009885,0.040615,0.08364,0.404899,0.60225,7.568466
2019 October,0.800958,2.389642,3.165289,6.3538,0.647745,0.062459,0.009286,0.036129,0.094255,0.423495,0.625625,7.634663
2019 November,0.884908,2.884605,3.046309,6.814014,0.669598,0.068982,0.008575,0.026952,0.085929,0.418729,0.609167,8.105046
2019 December,0.859937,3.286505,3.092644,7.236205,0.763034,0.073284,0.009429,0.022865,0.090909,0.437616,0.634102,8.647115
2020 January,0.785254,3.447246,3.00862,7.239648,0.774776,0.083587,0.009294,0.027022,0.09595,0.410572,0.626424,8.651706
2020 February,0.693585,3.17266,2.844146,6.708676,0.688502,0.088262,0.009229,0.032367,0.099325,0.385445,0.614628,8.021467
2020 March,0.632553,2.823136,2.791433,6.245796,0.668515,0.081284,0.010378,0.039147,0.100039,0.379815,0.610663,7.537863
2020 April,0.515285,2.344319,2.123036,4.981285,0.61809,0.079139,0.00991,0.046509,0.101515,0.316296,0.553369,6.163813
2020 May,0.57363,2.150547,2.405885,5.129622,0.672074,0.102279,0.010026,0.054726,0.096824,0.355691,0.619547,6.433885
2020 June,0.766508,2.210323,2.555514,5.531893,0.702024,0.095534,0.009552,0.054737,0.103085,0.373775,0.636684,6.883919
2020 July,1.017936,2.556596,2.77113,6.345536,0.7248,0.091243,0.009921,0.058694,0.078019,0.386274,0.624152,7.713005
2020 August,1.032535,2.490222,2.815347,6.337491,0.720588,0.079443,0.009893,0.053222,0.078576,0.386344,0.607478,7.685628
2020 September,0.805602,2.233831,2.697219,5.736059,0.686588,0.063732,0.0096,0.045385,0.079111,0.37559,0.573417,7.008825
2020 October,0.72018,2.403353,2.810304,5.932484,0.6201,0.064181,0.009772,0.041076,0.098343,0.378987,0.592359,7.158197
2020 November,0.72945,2.534074,2.709572,5.970901,0.645145,0.071286,0.009978,0.033394,0.113038,0.38427,0.611965,7.239657
2020 December,0.908591,3.303082,2.79897,7.009344,0.729872,0.073385,0.010165,0.030081,0.10922,0.401959,0.62481,8.378775
2021 January,0.947408,3.452923,2.812847,7.210077,0.748098,0.083799,0.009988,0.032565,0.102566,0.378849,0.607767,8.580086
2021 February,0.995947,3.205492,2.414697,6.613514,0.656549,0.068706,0.009263,0.036132,0.091153,0.342047,0.547301,7.827351
2021 March,0.740972,2.732031,2.885792,6.358639,0.664413,0.072404,0.00963,0.052279,0.133768,0.399436,0.667518,7.703626
2021 April,0.650175,2.350061,2.880069,5.876166,0.595413,0.066155,0.009613,0.059958,0.12337,0.383545,0.642641,7.125563
2021 May,0.759357,2.188936,3.009984,5.954598,0.661137,0.07953,0.009947,0.067536,0.11528,0.410683,0.682976,7.311318
2021 June,0.997281,2.319404,3.009374,6.320079,0.689048,0.080025,0.009577,0.066868,0.091003,0.398479,0.645953,7.670235
2021 July,1.16029,2.501219,3.0402,6.698793,0.717845,0.075397,0.010002,0.067272,0.074093,0.413036,0.6398,8.071498
2021 August,1.157998,2.520569,3.110842,6.784358,0.724517,0.06936,0.009955,0.065179,0.092367,0.406885,0.643746,8.164124
2021 September,0.92712,2.211635,2.949657,6.082624,0.672879,0.05808,0.009802,0.059869,0.098941,0.38487,0.611562,7.376417
2021 October,0.762323,2.336948,3.062936,6.158663,0.609065,0.058458,0.009893,0.050515,0.109918,0.413356,0.64214,7.419597
2021 November,0.707968,2.778471,2.990782,6.472315,0.654413,0.066102,0.009879,0.042711,0.121983,0.40339,0.644064,7.774755
2021 December,0.741686,3.113428,3.075539,6.923779,0.737537,0.080393,0.010458,0.035468,0.135965,0.418194,0.680478,8.350028
2022 January,1.007579,3.704839,2.915206,7.622756,0.737387,0.082562,0.010409,0.04285,0.127664,0.414189,0.677676,9.048047
2022 February,0.838049,3.156692,2.726249,6.718636,0.646232,0.072746,0.009112,0.048591,0.128443,0.379454,0.638346,8.009426
2022 March,0.733033,2.875578,3.062565,6.666424,0.65983,0.083377,0.009782,0.064415,0.14682,0.422742,0.727136,8.060201
2022 April,0.662737,2.436894,2.85786,5.952266,0.577665,0.068465,0.009594,0.072873,0.157522,0.403339,0.711792,7.25024
2022 May,0.745014,2.314476,2.982359,6.032301,0.662211,0.0797,0.009921,0.08144,0.143726,0.422525,0.737312,7.441264
2022 June,0.869615,2.394304,2.966717,6.227109,0.686595,0.08867,0.009574,0.084588,0.115215,0.424238,0.722286,7.650949
2022 July,1.017677,2.676366,2.985721,6.675256,0.719417,0.083824,0.00997,0.084608,0.100569,0.425281,0.704252,8.117569
2022 August,0.996647,2.652599,3.063955,6.708842,0.719835,0.072106,0.010013,0.079133,0.084339,0.43129,0.676881,8.125733
2022 September,0.78335,2.369705,2.943102,6.091475,0.665884,0.058093,0.009755,0.071872,0.093254,0.396856,0.62983,7.400283
2022 October,0.67339,2.440873,2.999428,6.109814,0.615861,0.049022,0.009824,0.064785,0.111725,0.423192,0.658547,7.394077
2022 November,0.690228,2.862233,2.931067,6.480746,0.648207,0.061068,0.009985,0.047985,0.14057,0.416805,0.676414,7.81433
2022 December,0.87062,3.494068,2.884344,7.243687,0.721896,0.069706,0.01045,0.040827,0.131975,0.419772,0.672728,8.65203
2023 January,0.749991,3.428944,2.868308,7.044029,0.740734,0.077637,0.010238,0.045237,0.130877,0.417758,0.681748,8.477721
2023 February,0.582093,3.057454,2.677937,6.315326,0.635553,0.068107,0.009312,0.052652,0.14134,0.375904,0.647315,7.604828
2023 March,0.620012,3.12949,3.005884,6.753358,0.656599,0.072783,0.010313,0.069677,0.148708,0.423717,0.725197,8.143896
2023 April,0.500012,2.499875,2.87775,5.876126,0.592236,0.067625,0.009844,0.082835,0.145848,0.394872,0.701024,7.175912
2023 May,0.550403,2.386131,3.013819,5.947541,0.639194,0.094346,0.009983,0.094145,0.109959,0.433661,0.742095,7.337784
2023 June,0.704646,2.444008,2.991353,6.137653,0.67749,0.073604,0.009632,0.095388,0.09399,0.421039,0.693654,7.514561
2023 July,0.912435,2.760708,2.975004,6.644902,0.730465,0.074988,0.009815,0.100475,0.095552,0.422797,0.703627,8.083195
2023 August,0.902649,2.772063,3.107767,6.779919,0.728965,0.072652,0.009716,0.09554,0.096881,0.435721,0.71051,8.224116
2023 September,0.71624,2.464818,2.910715,6.087872,0.68523,0.057716,0.009705,0.08397,0.096742,0.413017,0.66115,7.434546
2023 October,0.627492,2.523105,3.066815,6.215732,0.642125,0.053475,0.010238,0.076517,0.1229,0.426875,0.690004,7.548561
2023 November,0.629086,2.920134,2.978286,6.525312,0.650717,0.058092,0.010131,0.058674,0.124352,0.415692,0.666941,7.845154
2023 December,0.675729,3.289179,2.974597,6.934726,0.719666,0.064922,0.010418,0.052052,0.129787,0.439831,0.697009,8.355969
2024 January,0.878947,3.859478,2.914104,7.651794,0.7214,0.073542,0.010152,0.054539,0.118706,0.411373,0.668312,9.047432
2024 February,0.562196,3.068729,2.733942,6.36331,0.674449,0.070954,0.009476,0.067477,0.139829,0.40978,0.697516,7.735822
2024 March,0.493797,2.895998,2.943843,6.329555,0.66152,0.079713,0.010017,0.08753,0.153888,0.426561,0.757709,7.747595
2024 April,0.467428,2.480405,2.888119,5.83151,0.60091,0.071365,0.009571,0.101849,0.160666,0.408111,0.751561,7.182402
2024 May,0.563198,2.41684,3.089182,6.066764,0.678513,0.083516,0.009631,0.115796,0.13394,0.433482,0.776365,7.521796
2024 June,0.721403,2.512682,2.942073,6.171325,0.712131,0.076417,0.009306,0.122983,0.131913,0.422477,0.763095,7.651401
2024 July,0.837906,2.839467,3.061867,6.737671,0.729451,0.072962,0.009533,0.124111,0.096575,0.445709,0.748889,8.224496
2024 August,0.81781,2.816359,3.110666,6.740771,0.728507,0.069914,0.009566,0.12189,0.099936,0.437151,0.738456,8.215091
2024 September,0.663993,2.497721,2.895897,6.054337,0.654363,0.054289,0.009304,0.104789,0.099557,0.418284,0.686223,7.402096
2024 October,0.588915,2.51252,3.126592,6.22414,0.61377,0.052382,0.009681,0.098786,0.135086,0.428024,0.72396,7.568321
2024 November,0.569902,2.80154,2.884592,6.253416,0.646464,0.05706,0.0097,0.072151,0.136934,0.42505,0.700896,7.602629
2024 December,0.746718,3.477607,2.99905,7.219669,0.743543,0.066647,0.010132,0.066032,0.134867,0.435253,0.712931,8.683262
2025 January,0.940342,4.051446,3.05656,8.047221,0.74917,0.073123,0.010133,0.077571,0.148763,0.406214,0.715805,9.521888
2025 February,0.732872,3.339495,2.681689,6.752736,0.645675,0.066682,0.009142,0.082842,0.134249,0.376664,0.669579,8.074429
2025 March,0.597145,2.841123,2.950043,6.387124,0.652235,0.076601,0.010128,0.115934,0.172618,0.409911,0.785192,7.827319
2025 April,0.548774,2.454906,2.903542,5.905028,0.604572,0.077927,0.009676,0.131688,0.156528,0.393108,0.768928,7.28422
2025 May,0.589601,2.38428,3.024089,5.99521,0.648978,0.083102,0.009669,0.144327,0.125811,0.40101,0.763919,7.416071
2025 June,0.755408,2.496844,3.033222,6.282793,0.691559,0.075607,0.009578,0.152678,0.122069,0.397461,0.757394,7.737912
2025 July,0.920771,2.813596,3.122508,6.854364,0.739169,0.068179,0.009778,0.159416,0.108536,0.416247,0.762156,8.358687
2025 August,0.816761,2.729961,3.132792,6.677893,0.738374,0.068574,0.009995,0.151429,0.093171,0.413234,0.736404,8.156426
2025 September,0.69513,2.506305,2.976405,6.177139,0.683576,0.052152,0.009599,0.133682,0.087595,0.399938,0.682966,7.548107
2025 October,0.651987,2.524399,3.082117,6.258257,0.618458,0.05645,0.009716,0.118887,0.134889,0.415959,0.735902,7.610624
2025 November,0.650966,2.874491,2.882367,6.408631,0.666361,0.06283,0.009529,0.090997,0.139745,0.399761,0.702863,7.774312
2025 December,0.770913,3.614265,3.05339,7.437418,0.757338,0.081615,0.010018,0.078156,0.160527,0.423117,0.753432,8.945988
2026 January,0.820106,3.915633,3.039611,7.774749,0.764959,0.095227,0.010228,0.08827,0.151608,0.389589,0.734921,9.272277
2026 February,0.653217,3.215967,2.818201,6.685416,0.651478,0.07664,0.009182,0.101377,0.135481,0.367751,0.690431,8.028687
2026 March,0.539383,2.870768,3.002061,6.410207,0.648467,0.091856,0.009944,0.138728,0.178172,0.412287,0.830986,7.889668
2026 April,0.480768,2.466783,2.974163,5.919587,0.599146,0.07675,0.009395,0.149746,0.167652,0.386417,0.78996,7.306973
2026 May,0.542237,2.429384,2.944678,5.91603,0.678804,0.077581,0.009751,0.171657,0.140428,0.420303,0.81972,7.414832
